s,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",24-02-2026 15:00,28.5447608,77.3231257,PM10,57,416,179
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",24-02-2026 15:00,25.262326,82.995408,PM2.5,2,70,35
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",24-02-2026 15:00,25.262326,82.995408,NO2,2,2,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",24-02-2026 15:00,25.32393,82.99687,PM2.5,20,242,59
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",24-02-2026 15:00,25.32393,82.99687,OZONE,3,15,6
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",24-02-2026 15:00,27.571409,77.655757,PM2.5,15,152,59
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",24-02-2026 15:00,27.571409,77.655757,NO2,27,27,27
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",24-02-2026 15:00,30.269444,78.044167,NO2,1,5,1
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",24-02-2026 15:00,30.269444,78.044167,OZONE,16,91,44
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",24-02-2026 15:00,29.2124114,78.9611753,PM2.5,100,246,157
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",24-02-2026 15:00,29.2124114,78.9611753,PM10,95,143,116
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",24-02-2026 15:00,29.2124114,78.9611753,NO2,6,13,9
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",24-02-2026 15:00,28.840739,78.697531,NO2,25,78,50
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",24-02-2026 15:00,28.840739,78.697531,NH3,4,9,6
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",24-02-2026 15:00,28.840739,78.697531,SO2,10,40,19
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",24-02-2026 15:00,28.88528,78.7388,OZONE,16,21,16
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",24-02-2026 15:00,22.7605581,88.3617589,NH3,6,8,7
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",24-02-2026 15:00,22.7605581,88.3617589,CO,48,90,54
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",24-02-2026 15:00,23.508764,87.35444,PM10,41,135,79
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",24-02-2026 15:00,28.802625,78.753728,PM10,62,142,102
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",24-02-2026 15:00,28.856664,78.772638,OZONE,16,30,18
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",24-02-2026 15:00,23.508764,87.35444,NH3,10,14,13
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",24-02-2026 15:00,23.549395,87.300496,OZONE,4,85,29
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",24-02-2026 15:00,22.06047,88.109737,NO2,11,45,24
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",24-02-2026 15:00,22.06047,88.109737,SO2,11,19,13
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",24-02-2026 15:00,22.629801,88.352017,CO,21,54,31
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",24-02-2026 15:00,22.554954,88.292568,SO2,5,49,10
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",24-02-2026 15:00,22.6025571,88.3105664,SO2,5,52,21
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",24-02-2026 15:00,22.611968,88.347422,SO2,11,15,13
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",24-02-2026 15:00,22.5687319,88.2797276,CO,56,106,84
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",24-02-2026 15:00,22.5367507,88.3638022,PM2.5,43,247,115
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",24-02-2026 15:00,22.5367507,88.3638022,CO,2,56,18
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",24-02-2026 15:00,22.58157048,88.41002457,SO2,7,37,11
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",24-02-2026 15:00,22.58157048,88.41002457,OZONE,17,59,33
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",24-02-2026 15:00,22.55664,88.342674,NO2,37,71,48
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",24-02-2026 15:00,22.55664,88.342674,SO2,4,12,7
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",24-02-2026 15:00,22.49929,88.36917,PM10,51,162,95
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",24-02-2026 15:00,22.627847,88.380669,NO2,37,83,62
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",24-02-2026 15:00,22.5448082,88.3403691,OZONE,11,53,19
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",24-02-2026 15:00,26.6879226,88.4152495,CO,38,115,45
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",24-02-2026 15:00,26.146529,87.454184,OZONE,9,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",24-02-2026 15:00,25.5626095,84.663264,NO2,5,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",24-02-2026 15:00,25.5626095,84.663264,CO,40,62,54
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24-02-2026 15:00,24.75746,84.366208,SO2,5,20,11
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24-02-2026 15:00,24.75746,84.366208,CO,101,103,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",24-02-2026 15:00,25.42742023,86.13886079,CO,24,30,27
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",24-02-2026 15:00,26.80365,84.51954,PM10,37,141,77
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",24-02-2026 15:00,25.265194,87.012947,PM10,44,167,97
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",24-02-2026 15:00,25.56752,83.966379,PM2.5,47,253,91
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",24-02-2026 15:00,25.56752,83.966379,PM10,43,158,80
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",24-02-2026 15:00,25.7808257,84.7446768,CO,32,56,45
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",24-02-2026 15:00,25.7808257,84.7446768,OZONE,3,5,3
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",24-02-2026 15:00,24.7955,84.9994,OZONE,18,20,19
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24-02-2026 15:00,24.792403,84.992416,PM10,75,180,106
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",24-02-2026 15:00,27.103358,93.679645,NH3,1,1,1
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",24-02-2026 15:00,26.071318,91.87488,NO2,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",24-02-2026 15:00,26.071318,91.87488,CO,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",24-02-2026 15:00,26.10887,91.589544,PM10,66,148,114
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",24-02-2026 15:00,26.1875,91.744194,PM2.5,63,261,138
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",24-02-2026 15:00,26.1875,91.744194,CO,14,69,33
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",24-02-2026 15:00,16.536107,80.594233,CO,34,36,35
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",24-02-2026 15:00,16.486692,80.699436,OZONE,38,42,41
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",24-02-2026 15:00,16.509717,80.612222,PM10,37,90,56
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",24-02-2026 15:00,16.554731,80.64911,PM10,65,70,66
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24-02-2026 15:00,24.792403,84.992416,OZONE,6,43,23
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",24-02-2026 15:00,24.762518,84.982348,SO2,7,10,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",24-02-2026 15:00,25.697189,85.2459,PM2.5,54,426,211
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",24-02-2026 15:00,25.697189,85.2459,PM10,56,425,191
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",24-02-2026 15:00,13.20488,79.097889,NH3,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",24-02-2026 15:00,16.9872867,81.7363176,CO,20,54,28
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",24-02-2026 15:00,13.67,79.35,NH3,1,5,2
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",24-02-2026 15:00,17.72,83.3,SO2,1,24,9
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",24-02-2026 15:00,27.103358,93.679645,PM2.5,2,413,142
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",24-02-2026 15:00,26.446912,91.439057,CO,6,22,18
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",24-02-2026 15:00,26.446912,91.439057,OZONE,14,16,15
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24-02-2026 15:00,24.82827,92.79525,NH3,1,2,2
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",24-02-2026 15:00,16.5150833,80.5181667,PM2.5,14,42,26
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24-02-2026 15:00,24.792403,84.992416,CO,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB",24-02-2026 15:00,25.376776,86.471523,PM10,45,152,78
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",24-02-2026 15:00,26.11442,85.39813,PM10,80,178,116
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",24-02-2026 15:00,26.1403345,85.3650192,PM10,60,69,67
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",24-02-2026 15:00,26.1403345,85.3650192,CO,36,56,45
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",24-02-2026 15:00,26.1209,85.3647,OZONE,8,21,11
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",24-02-2026 15:00,25.586562,85.043586,NH3,10,12,11
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",24-02-2026 15:00,25.592539,85.227158,PM2.5,77,284,149
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",24-02-2026 15:00,25.592539,85.227158,PM10,56,245,125
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",24-02-2026 15:00,30.751462,76.762879,NO2,1,14,7
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",24-02-2026 15:00,30.751462,76.762879,NH3,9,10,9
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",24-02-2026 15:00,30.751462,76.762879,CO,12,45,27
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",24-02-2026 15:00,30.751462,76.762879,OZONE,1,71,28
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",24-02-2026 15:00,21.194815,81.31477,PM2.5,7,28,16
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",24-02-2026 15:00,21.194815,81.31477,PM10,11,49,28
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",24-02-2026 15:00,21.194815,81.31477,SO2,7,10,9
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",24-02-2026 15:00,21.185571,81.343175,NO2,NA,NA,NA
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",24-02-2026 15:00,21.185571,81.343175,OZONE,8,12,10
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",24-02-2026 15:00,21.224231,81.40835,PM2.5,27,55,39
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",24-02-2026 15:00,21.224231,81.40835,NO2,27,68,48
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",24-02-2026 15:00,22.118125,83.140608,PM2.5,43,308,102
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",24-02-2026 15:00,22.368195,82.746431,PM10,66,124,88
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",24-02-2026 15:00,22.368195,82.746431,NH3,1,1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",24-02-2026 15:00,22.368195,82.746431,SO2,2,90,15
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",24-02-2026 15:00,22.348441,82.549611,NO2,22,32,27
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",24-02-2026 15:00,22.12665,83.483212,PM2.5,36,303,89
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",24-02-2026 15:00,22.12665,83.483212,CO,19,51,40
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",24-02-2026 15:00,25.610369,85.132568,CO,6,51,18
India,Bihar,Patna,"Muradpur, Patna - BSPCB",24-02-2026 15:00,25.619651,85.147382,NH3,4,5,5
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",24-02-2026 15:00,25.599486,85.113666,PM2.5,56,127,85
India,Bihar,Patna,"Samanpura, Patna - BSPCB",24-02-2026 15:00,25.596727,85.085624,NH3,8,18,12
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",24-02-2026 15:00,25.366336,87.117468,PM10,53,89,69
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24-02-2026 15:00,24.952822,84.002396,NO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24-02-2026 15:00,24.952822,84.002396,OZONE,10,24,20
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",24-02-2026 15:00,26.2271665,84.3570427,CO,46,109,62
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",24-02-2026 15:00,30.735567,76.775714,PM2.5,37,110,84
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",24-02-2026 15:00,30.735567,76.775714,NH3,12,29,18
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",24-02-2026 15:00,25.697189,85.2459,SO2,7,9,8
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",24-02-2026 15:00,25.560083,87.553265,CO,72,99,82
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",24-02-2026 15:00,26.0881305,87.93840336,CO,17,24,21
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",24-02-2026 15:00,25.0328,85.41948,PM2.5,30,85,55
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",24-02-2026 15:00,25.0328,85.41948,NO2,13,15,14
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",24-02-2026 15:00,25.892357,86.590325,NO2,6,8,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",24-02-2026 15:00,25.892357,86.590325,OZONE,9,11,10
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24-02-2026 15:00,24.952822,84.002396,PM2.5,NA,NA,NA
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",24-02-2026 15:00,26.63086,84.90051,NH3,3,3,3
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",24-02-2026 15:00,28.656756,77.227234,CO,77,157,103
India,Delhi,Delhi,"DTU, Delhi - CPCB",24-02-2026 15:00,28.7500499,77.1112615,PM2.5,55,369,218
India,Delhi,Delhi,"DTU, Delhi - CPCB",24-02-2026 15:00,28.7500499,77.1112615,OZONE,21,28,23
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",24-02-2026 15:00,28.498571,77.26484,PM10,102,348,184
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",24-02-2026 15:00,28.498571,77.26484,SO2,9,20,14
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",24-02-2026 15:00,28.5710274,77.0719006,NO2,32,148,90
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",24-02-2026 15:00,28.5627763,77.1180053,PM2.5,49,330,192
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",24-02-2026 15:00,28.6811736,77.3025234,NO2,26,126,57
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",24-02-2026 15:00,28.6811736,77.3025234,CO,22,98,56
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",24-02-2026 15:00,28.54246,77.191651,NO2,13,94,41
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",24-02-2026 15:00,28.54246,77.191651,CO,30,103,71
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",24-02-2026 15:00,28.54246,77.191651,OZONE,2,68,32
India,Delhi,Delhi,"ITO, Delhi - CPCB",24-02-2026 15:00,28.628624,77.24106,PM2.5,62,351,282
India,Delhi,Delhi,"ITO, Delhi - CPCB",24-02-2026 15:00,28.628624,77.24106,PM10,40,170,128
India,Delhi,Delhi,"ITO, Delhi - CPCB",24-02-2026 15:00,28.628624,77.24106,NH3,1,9,5
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",24-02-2026 15:00,28.73282,77.170633,NH3,10,30,14
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",24-02-2026 15:00,28.73282,77.170633,CO,35,110,76
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",24-02-2026 15:00,28.58028,77.233829,PM2.5,58,342,213
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",24-02-2026 15:00,28.58028,77.233829,NH3,14,17,15
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",24-02-2026 15:00,28.58028,77.233829,SO2,5,21,13
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",24-02-2026 15:00,28.58028,77.233829,CO,10,58,33
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",24-02-2026 15:00,28.647622,77.315809,OZONE,10,31,19
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",24-02-2026 15:00,28.695381,77.181665,PM2.5,67,395,267
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",24-02-2026 15:00,28.695381,77.181665,OZONE,2,139,51
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",24-02-2026 15:00,28.4706914,77.1099364,PM10,90,337,184
India,Delhi,Delhi,"Bawana, Delhi - DPCC",24-02-2026 15:00,28.7762,77.051074,NO2,9,88,40
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",24-02-2026 15:00,28.7256504,77.2011573,PM10,107,423,241
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",24-02-2026 15:00,28.5512005,77.2735737,PM10,81,407,231
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",24-02-2026 15:00,28.5512005,77.2735737,CO,26,126,91
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",24-02-2026 15:00,28.5512005,77.2735737,OZONE,3,116,26
India,Delhi,Delhi,"Narela, Delhi - DPCC",24-02-2026 15:00,28.822836,77.101981,NH3,5,16,7
India,Delhi,Delhi,"Narela, Delhi - DPCC",24-02-2026 15:00,28.822836,77.101981,OZONE,10,143,50
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",24-02-2026 15:00,28.56789,77.250515,NO2,42,113,67
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",24-02-2026 15:00,28.56789,77.250515,NH3,3,16,12
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",24-02-2026 15:00,28.56789,77.250515,CO,62,129,102
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",24-02-2026 15:00,28.6573814,77.1585447,NO2,36,203,104
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",24-02-2026 15:00,28.6573814,77.1585447,CO,2,135,72
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",24-02-2026 15:00,28.530785,77.271255,NH3,9,15,11
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",24-02-2026 15:00,28.623763,77.287209,NH3,8,10,9
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",24-02-2026 15:00,22.12665,83.483212,OZONE,1,74,28
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",24-02-2026 15:00,22.1910172,83.5197009,NO2,12,53,35
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",24-02-2026 15:00,22.1910172,83.5197009,SO2,13,17,15
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",24-02-2026 15:00,22.1910172,83.5197009,OZONE,5,204,76
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",24-02-2026 15:00,21.258815,81.578979,PM2.5,24,80,45
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",24-02-2026 15:00,21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",24-02-2026 15:00,21.219665,81.630094,OZONE,2,12,4
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",24-02-2026 15:00,28.623763,77.287209,CO,16,122,63
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",24-02-2026 15:00,28.623763,77.287209,OZONE,1,222,222
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",24-02-2026 15:00,28.674045,77.131023,NO2,23,76,49
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",24-02-2026 15:00,28.674045,77.131023,SO2,40,134,55
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",24-02-2026 15:00,28.674045,77.131023,CO,30,110,43
India,Delhi,Delhi,"Pusa, Delhi - DPCC",24-02-2026 15:00,28.639652,77.146275,PM10,119,403,188
India,Delhi,Delhi,"Rohini, Delhi - DPCC",24-02-2026 15:00,28.732528,77.11992,PM10,113,445,271
India,Delhi,Delhi,"Rohini, Delhi - DPCC",24-02-2026 15:00,28.732528,77.11992,SO2,7,22,13
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",24-02-2026 15:00,28.611281,77.237738,CO,12,143,29
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",24-02-2026 15:00,28.636429,77.201067,NO2,31,102,59
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",24-02-2026 15:00,28.636429,77.201067,OZONE,6,104,41
India,Delhi,Delhi,"Mundka, Delhi - DPCC",24-02-2026 15:00,28.684678,77.076574,SO2,17,30,22
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",24-02-2026 15:00,28.60909,77.0325413,OZONE,14,49,42
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",24-02-2026 15:00,21.371751,81.664929,SO2,3,4,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",24-02-2026 15:00,21.371751,81.664929,CO,19,32,26
India,Delhi,Delhi,"Alipur, Delhi - DPCC",24-02-2026 15:00,28.815329,77.15301,NH3,12,15,14
India,Delhi,Delhi,"Alipur, Delhi - DPCC",24-02-2026 15:00,28.815329,77.15301,OZONE,3,58,23
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",24-02-2026 15:00,28.647622,77.315809,PM10,101,500,339
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",24-02-2026 15:00,28.611281,77.237738,PM2.5,37,325,190
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",24-02-2026 15:00,28.806223,76.141105,OZONE,4,37,17
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",24-02-2026 15:00,28.593883,76.270653,PM2.5,240,311,292
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",24-02-2026 15:00,28.593883,76.270653,NH3,5,8,6
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",24-02-2026 15:00,28.2068,76.7997,PM2.5,123,366,273
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",24-02-2026 15:00,28.2068,76.7997,PM10,112,315,190
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",24-02-2026 15:00,28.2068,76.7997,NH3,10,29,21
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",24-02-2026 15:00,28.39072,77.30059,SO2,8,8,8
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",24-02-2026 15:00,28.39072,77.30059,OZONE,26,33,30
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",24-02-2026 15:00,28.376058,77.315741,PM10,61,306,185
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",24-02-2026 15:00,28.376058,77.315741,SO2,9,10,9
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",24-02-2026 15:00,28.710508,77.249485,NO2,17,107,43
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",24-02-2026 15:00,28.710508,77.249485,CO,32,135,105
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",24-02-2026 15:00,28.531346,77.190156,NO2,8,61,28
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",24-02-2026 15:00,28.531346,77.190156,SO2,9,18,12
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",24-02-2026 15:00,28.672342,77.31526,PM2.5,64,500,281
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",24-02-2026 15:00,28.672342,77.31526,PM10,122,452,214
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",24-02-2026 15:00,28.699793,77.165453,PM10,149,495,319
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",24-02-2026 15:00,23.243639,72.68994,CO,3,67,21
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",24-02-2026 15:00,23.243639,72.68994,OZONE,1,22,10
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",24-02-2026 15:00,23.221714,72.654328,NO2,28,75,44
